ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description
COPERNICUS/S2_SR_HARMONIZED/20231002T104841_20231002T105117_T31TCH,2023-10-02,2023-10-02,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2023_10_02-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20231004,2023-10-04,2023-10-04,LANDSAT_9,17.07,0.00,0.00,0.00,0.00,0.00,,,0,2023_10_04-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20231004T103809_20231004T104803_T31TCH,2023-10-04,2023-10-04,SENTINEL_2,21.87,0.00,0.00,0.00,0.00,0.00,,,0,2023_10_04-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231007T104829_20231007T105344_T31TCH,2023-10-07,2023-10-07,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2023_10_07-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231009T103931_20231009T104805_T31TCH,2023-10-09,2023-10-09,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2023_10_09-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20231012,2023-10-12,2023-10-12,LANDSAT_8,0.17,0.17,0.17,0.17,0.17,0.17,,,0,2023_10_12-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20231012T104951_20231012T105229_T31TCH,2023-10-12,2023-10-12,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2023_10_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231014T103919_20231014T103915_T31TCH,2023-10-14,2023-10-14,SENTINEL_2,100.00,0.00,0.00,0.00,0.00,0.00,,,0,2023_10_14-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231017T104939_20231017T105414_T31TCH,2023-10-17,2023-10-17,SENTINEL_2,50.40,50.18,26.91,26.72,23.92,9.04,1826.00,1859.00,5,2023_10_17-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231019T104041_20231019T104908_T31TCH,2023-10-19,2023-10-19,SENTINEL_2,98.02,49.18,23.28,20.97,20.55,9.11,1363.00,1419.00,5,2023_10_19-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20231020,2023-10-20,2023-10-20,LANDSAT_9,97.04,91.29,66.52,58.98,58.36,26.94,1451.00,1555.00,5,2023_10_20-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20231022T105101_20231022T105339_T31TCH,2023-10-22,2023-10-22,SENTINEL_2,95.92,85.01,42.87,32.57,30.07,12.79,1547.00,1659.00,5,2023_10_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231024T104019_20231024T104453_T31TCH,2023-10-24,2023-10-24,SENTINEL_2,91.53,53.99,20.11,17.54,12.80,6.46,1943.00,2007.00,5,2023_10_24-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231027T105039_20231027T105642_T31TCH,2023-10-27,2023-10-27,SENTINEL_2,60.29,50.85,18.86,16.49,12.64,4.89,1847.00,1879.00,5,2023_10_27-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20231028,2023-10-28,2023-10-28,LANDSAT_8,80.44,50.86,20.13,18.02,14.01,6.74,1863.00,1895.00,5,2023_10_28-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20231029T104141_20231029T104255_T31TCH,2023-10-29,2023-10-29,SENTINEL_2,86.65,50.85,18.86,16.45,12.69,0.57,1815.00,1863.00,5,2023_10_29-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231101T105201_20231101T105437_T31TCH,2023-11-01,2023-11-01,SENTINEL_2,11.29,11.16,3.82,3.72,2.49,0.27,2519.00,2519.00,2,2023_11_01-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231103T104119_20231103T104653_T31TCH,2023-11-03,2023-11-03,SENTINEL_2,95.83,4.45,0.23,0.23,0.23,0.23,,,0,2023_11_03-Sentinel2
LANDSAT/LC09/C02/T1_TOA/LC09_198030_20231105,2023-11-05,2023-11-05,LANDSAT_9,26.16,3.17,0.17,0.17,0.17,0.17,,,0,2023_11_05-Landsat9
COPERNICUS/S2_SR_HARMONIZED/20231106T105139_20231106T105820_T31TCH,2023-11-06,2023-11-06,SENTINEL_2,11.83,0.00,0.00,0.00,0.00,0.00,,,0,2023_11_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231108T104241_20231108T104349_T31TCH,2023-11-08,2023-11-08,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2023_11_08-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20231111T105301_20231111T105527_T31TCH,2023-11-11,2023-11-11,SENTINEL_2,99.33,8.26,0.38,0.38,0.38,0.38,,,0,2023_11_11-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20231113,2023-11-13,2023-11-13,LANDSAT_8,24.62,8.26,0.64,0.64,0.64,0.64,,,0,2023_11_13-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20231113T104209_20231113T104831_T31TCH,2023-11-13,2023-11-13,SENTINEL_2,59.87,8.26,0.38,0.38,0.38,0.38,,,0,2023_11_13-Sentinel2
