ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20161008,2016-10-08,2016-10-08,LANDSAT_8,0.26,0.26,0.26,0.26,0.26,0.26,,,0,2016_10_08-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20161024,2016-10-24,2016-10-24,LANDSAT_8,99.98,99.98,42.11,35.02,35.02,35.02,1479.00,1511.00,5,2016_10_24-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20161109,2016-11-09,2016-11-09,LANDSAT_8,32.08,32.08,0.65,0.65,0.65,0.65,,,0,2016_11_09-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20161125,2016-11-25,2016-11-25,LANDSAT_8,2.80,2.80,0.13,0.13,0.13,0.13,,,0,2016_11_25-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20161211,2016-12-11,2016-12-11,LANDSAT_8,5.71,5.71,0.38,0.38,0.38,0.38,,,0,2016_12_11-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20161227,2016-12-27,2016-12-27,LANDSAT_8,57.35,57.35,2.47,0.89,0.89,0.89,1687.00,,0,2016_12_27-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170112,2017-01-12,2017-01-12,LANDSAT_8,0.78,0.78,0.78,0.78,0.78,0.78,,,0,2017_01_12-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170128,2017-01-28,2017-01-28,LANDSAT_8,14.37,14.37,0.00,0.00,0.00,0.00,,,0,2017_01_28-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170301,2017-03-01,2017-03-01,LANDSAT_8,4.97,4.97,0.18,0.18,0.18,0.18,,,0,2017_03_01-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170317,2017-03-17,2017-03-17,LANDSAT_8,8.79,8.79,0.30,0.30,0.30,0.30,,,0,2017_03_17-Landsat8
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170402,2017-04-02,2017-04-02,LANDSAT_8,44.42,0.00,0.00,0.00,0.00,0.00,,,0,2017_04_02-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20170403T104021_20170403T104138_T31TCH,2017-04-03,2017-04-03,SENTINEL_2,0.37,0.37,0.37,0.37,0.37,0.37,,,0,2017_04_03-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170406T105021_20170406T105317_T31TCH,2017-04-06,2017-04-06,SENTINEL_2,0.24,0.24,0.24,0.24,0.24,0.24,,,0,2017_04_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170416T105031_20170416T105601_T31TCH,2017-04-16,2017-04-16,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2017_04_16-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170418,2017-04-18,2017-04-18,LANDSAT_8,13.87,0.00,0.00,0.00,0.00,0.00,,,0,2017_04_18-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20170426T105031_20170426T105321_T31TCH,2017-04-26,2017-04-26,SENTINEL_2,99.99,99.99,0.00,0.00,0.00,0.00,,,0,2017_04_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170503T104021_20170503T104024_T31TCH,2017-05-03,2017-05-03,SENTINEL_2,92.31,13.73,1.99,1.81,0.19,0.19,2247.00,2247.00,0,2017_05_03-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170504,2017-05-04,2017-05-04,LANDSAT_8,71.52,13.72,2.27,2.03,0.24,0.24,2247.00,2247.00,0,2017_05_04-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20170506T105031_20170506T105029_T31TCH,2017-05-06,2017-05-06,SENTINEL_2,18.66,13.73,1.99,1.81,0.19,0.19,2263.00,2263.00,0,2017_05_06-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170513T104031_20170513T104249_T31TCH,2017-05-13,2017-05-13,SENTINEL_2,74.88,33.31,10.19,8.32,4.02,0.80,2307.00,2315.00,5,2017_05_13-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170516T105031_20170516T105322_T31TCH,2017-05-16,2017-05-16,SENTINEL_2,44.70,6.45,0.23,0.23,0.23,0.23,,,0,2017_05_16-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170520,2017-05-20,2017-05-20,LANDSAT_8,18.78,6.37,0.48,0.48,0.48,0.48,,,0,2017_05_20-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T31TCH,2017-05-23,2017-05-23,SENTINEL_2,59.72,5.81,0.29,0.29,0.29,0.29,,,0,2017_05_23-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170526T105031_20170526T105518_T31TCH,2017-05-26,2017-05-26,SENTINEL_2,33.66,19.40,3.31,2.07,0.86,0.86,2359.00,2375.00,0,2017_05_26-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170602T104021_20170602T104212_T31TCH,2017-06-02,2017-06-02,SENTINEL_2,63.95,51.55,18.19,16.49,9.33,4.10,2375.00,2375.00,5,2017_06_02-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170605,2017-06-05,2017-06-05,LANDSAT_8,88.38,51.53,19.45,17.52,10.13,0.00,2371.00,2379.00,5,2017_06_05-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20170605T105031_20170605T105303_T31TCH,2017-06-05,2017-06-05,SENTINEL_2,88.89,51.55,18.19,16.49,9.33,0.00,2375.00,2375.00,5,2017_06_05-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170612T104021_20170612T104258_T31TCH,2017-06-12,2017-06-12,SENTINEL_2,41.44,3.68,0.31,0.31,0.31,0.31,,,0,2017_06_12-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170615T105031_20170615T105505_T31TCH,2017-06-15,2017-06-15,SENTINEL_2,5.62,3.68,0.31,0.31,0.31,0.31,,,0,2017_06_15-Sentinel2
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170621,2017-06-21,2017-06-21,LANDSAT_8,52.02,7.29,0.76,0.76,0.76,0.76,,,0,2017_06_21-Landsat8
COPERNICUS/S2_SR_HARMONIZED/20170622T104021_20170622T104021_T31TCH,2017-06-22,2017-06-22,SENTINEL_2,31.00,7.36,0.56,0.56,0.56,0.56,,,0,2017_06_22-Sentinel2
COPERNICUS/S2_SR_HARMONIZED/20170625T105031_20170625T105322_T31TCH,2017-06-25,2017-06-25,SENTINEL_2,41.72,7.36,0.56,0.56,0.56,0.56,,,0,2017_06_25-Sentinel2
